#N/A,First Person Baccarat,单机版百家乐,單機版百家樂,ファーストパーソンバカラ,일인칭 바카라,บาคาร่ามุมมองบุคคลที่หนึ่ง,Baccarat Người Đầu tiên,,,,,,,,,,,,,,,,,,
#N/A,First Person Bingo,First Person Bingo,First Person Bingo,First Person Bingo,First Person Bingo,First Person Bingo,First Person Bingo,,,,,,,,,,,,,,,,,,
#N/A,First Person Blackjack,单机版二十一点,單機版二十一點,ファーストパーソンブラックジャック,일인칭 블랙잭,แบล็คแจ็คมุมมองบุคคลที่หนึ่ง,Blackjack Người chơi đầu tiên,,,,,,,,,,,,,,,,,,
#N/A,First Person Blackjack,单机版二十一点,單機版二十一點,ファーストパーソンブラックジャック,일인칭 블랙잭,แบล็คแจ็คมุมมองบุคคลที่หนึ่ง,Blackjack Người chơi đầu tiên,,,,,,,,,,,,,,,,,,
RngCraps00000001,First Person Craps,单机版花旗骰,單機版花旗骰,ファーストパーソンクラップス,일인칭 크랩스,แครบส์มุมมองบุคคลที่หนึ่ง,Craps Góc Nhìn Thứ Nhất,,,,,,,,,,,,,,,,,,
RngCraps00000001,First Person Craps,单机版花旗骰,單機版花旗骰,ファーストパーソンクラップス,1인칭 크랩스일인칭 크랩스,แครบส์มุมมองบุคคลที่หนึ่ง,Craps Góc Nhìn Thứ Nhất,,,,,,,,,,,,,,,,,,
#N/A,First Person Dragon Tiger,单机版龙虎斗,單機版龍虎,ファーストパーソンドラゴンタイガー,일인칭 드래곤 타이거,มังกรพยัคฆ์มุมมองบุคคลที่หนึ่ง,Long Hổ Góc Nhìn Thứ Nhất,फर्स्ट पर्सन ड्रैगन टाइगर,Naga Macan Orang Pertama,First Person Dragon Tiger,,,,,,,,,,,,,,,
#N/A,First Person Dream Catcher,单机版捕梦转盘,單機版捕夢轉盤,ファーストパーソンドリームキャッチャー,일인칭 드림 캐처,ดรีมแคตเชอร์ มุมมองบุคคลที่หนึ่ง,Kẻ Săn Giấc Mơ Người Chơi Đầu Tiên,फर्स्ट पर्सन ड्रीम कैचर,Dream Catcher Orang Pertama,Dream Catcher Orang Pertama,,,,,,,,,,,,,,,
rng-gwbaccarat00,First Person Golden Wealth Baccarat,单机版黄金财富百家乐,單機版黃金財富百家樂,ファーストパーソンゴールデンウェルスバカラ,첫 번째 사람 풍성한 골든 바카라,โกลเด้นเวลท์บาคาร่า มุมมองบุคคลที่หนึ่ง,Baccarat Lộc Vàng Góc Nhìn Thứ Nhất,फर्स्ट पर्सन गोल्डन वेल्थ बैकारेट,Golden Wealth Baccarat Orang Pertama,Baccarat Mewah Emas Orang Pertama,,,,,,,,,,,,,,,
#N/A,First Person Lightning Baccarat,单机版闪电百家乐,單機版閃電百家樂,ファーストパーソンライトニングバカラ,첫 번째 사람 라이트닝 바카라,บาคาร่าสายฟ้า มุมมองบุคคลที่หนึ่ง,Lightning Baccarat Góc Nhìn Thứ Nhất,,,,,,,,,,,,,,,,,,
#N/A,First Person Lightning Blackjack,单机版闪电二十一点,單機版閃電二十一點,,,,,फर्स्ट पर्सन लाइटनिंग ब्लैकजैक,Blackjack Halilintar Orang Pertama,,,,,,,,,,,,,,,,
#N/A,First Person Lightning Roulette,单机版闪电轮盘,單機版閃電輪盤,ファーストパーソンライトニングルーレット,첫 번째 사람라이트닝 룰렛,เฟิร์สเพอร์ซันไลท์นิ่งรูเล็ต,Roulette Nhanh Người Chơi Đầu Tiên,फर्स्ट पर्सन लाइटनिंग रूलेट,Roulette Halilintar Orang Pertama,Lightning Roulette Orang Pertama,,,,,,,,,,,,,,,
#N/A,First Person Mega Ball,单机版超级球,單機版超級球,ファーストパーソンメガボールは,일인칭 메가 볼은,เฟิร์สเพอร์ซันเมกะบอล,Siêu Bóng Mega Người Chơi Đầu Tiên,फर्स्ट पर्सन मेगा बॉल,Mega Bola Orang Pertama,Bola Mega Orang Pertama,,,,,,,,,,,,,,,
#N/A,First Person Roulette,单机版轮盘,單機版輪盤,ファーストパーソンルーレット,일인칭 룰렛,เฟิร์สเพอร์ซันรูเล็ต,Roulette Người Chơi Đầu Tiên,फर्स्ट पर्सन रूलेट,Rolet Orang Pertama,Rolet Orang Pertama,,,,,,,,,,,,,,,
#N/A,First Person Top Card,单机版足球厅,單機版足球廳,ファーストパーソン トップカード,일인칭 탑카드,การ์ดสูงสุดคนแรก,Lá bài Đỉnh cao Người chơi đầu tiên,,,,,,,,,,,,,,,,,,
#N/A,Flemish Blackjack,佛拉芒语二十一点,佛拉芒語二十一點,フランドル ブラックジャック,플라망 블랙잭,เฟลมิชแบล็คแจ็ค,Blackjack không lẻ thế,,,,,,,,,,,,,,,,,,
#N/A,Flemish Partage,佛拉芒语法式轮盘,佛拉芒語法式輪盤,フランダースパルタージュ,플라망 Partage,เฟลมิช Partage,Flemish Partage,,,,,,,,,,,,,,,,,,
#N/A,Flemish Roulette,佛拉芒语轮盘,佛拉芒語輪盤,フランドル ルーレット,플라망 블랙잭,เฟลมิชรูเล็ตต์,Flemish Roulette,,,,,,,,,,,,,,,,,,
TopCard000000001,Football studio,⾜球厅,足球廳,フットボールスタジオ,축구 스튜디오,ฟุตบอลสตูดิโอ,Studio Bóng Đá,फुटबॉल स्टूडियो,,,,,,,,,,,,,,,,,
#N/A,Free Bet Blackjack,自由赌注二十一点,免費二十一點,フリーベット ブラックジャック,프리 베팅 블랙잭,แบล็คแจ็คเดิมพันฟรี,Cược tự do Blackjack,,,,,,,,,,,,,,,,,,
wzg6kdkad1oe7m5k,French Roulette Gold,黄金法式轮盘,黃金法式輪盤,フレンチルーレットゴールド,프랑스 룰렛 금,รูเล็ตต์ฝรั่งเศสทอง,Roulette kiểu Pháp vàng,,,,,,,,,,,,,,,,,,
#N/A,Gambola Exclusive Blackjack,Gambola 独占二十一点,Gambola 獨佔二十一點,ギャンボラ専用テーブルブラックジャック,잠볼라 익스클루지브 블랙잭,เอ็กซ์คลูซีฟแบล็กแจ็ก Gambola,Gambola Blackjack Độc Quyền,गैंबोला एक्सक्लूसिव ब्लैकजैक,Blackjack Gambola Eksklusif,Gambola Exclusive Blackjack,,,,,,,,,,,,,,,
#N/A,Goldbet 21,Goldbet 21,Goldbet 21,ゴールドベット　21,Goldbet 21,Goldbet 21,Goldbet 21,,,,,,,,,,,,,,,,,,
gwbaccarat000001,Golden Wealth Baccarat,黄金财富百家乐,黃金財富百家樂,ゴールデンウェルスバカラ,풍성한 골든 바카라,โกลเด้นเวลท์บาคาร่า ม,Baccarat Lộc Vàng,,,,,,,,,,,,,,,,,,
#N/A,Gonzo's Treasure Hunt,冈佐的寻宝之旅,岡佐的尋寶之旅,ゴンゾーの宝探し,곤조의 보물 사냥,การล่าสมบัติของกอนโซ,Cuộc Săn Kho Báu Của Gonzo,,,,,,,,,,,,,,,,,,
#N/A,Gonzo's Blackjack 1,冈佐二十一点 1,岡佐二十一點 1,ゴンゾーのブラックジャック　１,곤조의 블랙잭 1,แบล็คแจ็คของกอนโซ 1,Gonzo's Blackjack 1,,,,,,,,,,,,,,,,,,
#N/A,Gonzo's Blackjack 2,冈佐二十一点 2,岡佐二十一點 2,ゴンゾーのブラックジャック　2,곤조의 블랙잭 2,แบล็คแจ็คของกอนโซ 2,Gonzo's Blackjack 2,,,,,,,,,,,,,,,,,,
#N/A,Gonzo's Blackjack 3,冈佐二十一点 3,岡佐二十一點 3,ゴンゾーのブラックジャック　3,곤조의 블랙잭 3,แบล็คแจ็คของกอนโซ 3,Gonzo's Blackjack 3,,,,,,,,,,,,,,,,,,
#N/A,Gonzo's Blackjack 4,冈佐二十一点 4,岡佐二十一點 4,ゴンゾーのブラックジャック　4,곤조의 블랙잭 4,แบล็คแจ็คของกอนโซ 4,Gonzo's Blackjack 4,,,,,,,,,,,,,,,,,,
GonzoTH000000001,Gonzo's Treasure Hunt,冈佐的寻宝之旅,岡佐的尋寶之旅,ゴンゾーの宝探し,곤조의 보물 사냥,การล่าสมบัติของกอนโซ,Cuộc Săn Kho Báu Của Gonzo,गोन्जोज ट्रे़जर हंट,Perburuan Harta Gonzo,Pencarian Harta Karun Gonzo's,,,,,,,,,,,,,,,
#N/A,Grand Casino Roulette,大赌场轮盘,大賭場輪盤,グランドカジノ ルーレット,그랜드 카지노 룰렛,แกรนด์คาสิโนรูเล็ตต์,Grand Casino Roulette,,,,,,,,,,,,,,,,,,
#N/A,Greek Lightning Roulette,希腊闪电轮盘,希臘閃電輪盤,ギリシャライトニングルーレット,그리스 라이트닝 룰렛,รูเล็ตสายฟ้ากรีก,Roulette Nhanh Hy Lạp,,,,,,,,,,,,,,,,,,
#N/A,Hard Rock Atlantic City,大西洋城印度宫殿赌场轮盘,大西洋城印度宮殿賭場輪盤,ハードロック アトランティックシティ,하드록 애틀란틱 시티,แอตแลนติกซิตี้ฮาร์ดร็อค,Sòng bài Hard Rock Thành phố Atlantic,,,,,,,,,,,,,,,,,,
#N/A,Hindi Roulette,印度语轮盘,印度語輪盤,ヒンディールーレット,힌디 룰렛,ฮินดี รูเล็ตต์,Roulette Ấn Độ,रूलेट,,,,,,,,,,,,,,,,,
#N/A,Hippodrome Grand Casino,伦敦跑马场,倫敦跑馬場,ヒッポドロム グランド カジノ,히포드롬 그랜드 카지노 룰렛,ฮิปโปโดรมแกรนด์คาสิโน,Hippodrome Grand Casino,,,,,,,,,,,,,,,,,,
#N/A,Hippodrome Casino Roulette,伦敦跑马场轮盘,倫敦跑馬場輪盤,ヒッポドローム カジノ ルーレット,히포드롬 카지노 룰렛,ฮิปโปโดรมคาสิโนรูเล็ตต์,HippodromeCasino Roulette,,,,,,,,,,,,,,,,,,
7x0b1tgh7agmf6hv,Immersive Roulette,轮盘精致版,輪盤精緻版,イマーシブ ルーレット,이머지브 룰렛,รูเล็ตต์แบบดื่มต่ำ,Roulette 3D,,,,,,,,,,,,,,,,,,
